   1.00000000e-004   4.80516309e+006   3.24266377e+005
   1.20450354e-004   6.04239962e+005   1.31078016e+005
   1.45082878e-004   1.05192650e+005   4.73524856e+004
   1.74752840e-004   2.81768068e+004   1.75904524e+004
   2.10490414e-004   1.17801598e+004   8.67072286e+003
   2.53536449e-004   7.50143485e+003   5.90883519e+003
   3.05385551e-004   6.95122070e+003   5.45137651e+003
   3.67837977e-004   8.82002689e+003   6.46008012e+003
   4.43062146e-004   1.42183742e+004   9.10910589e+003
   5.33669923e-004   2.66088158e+004   1.38173336e+004
   6.42807312e-004   5.18980264e+004   1.98242570e+004
   7.74263683e-004   9.31252506e+004   2.32032658e+004
   9.32603347e-004   1.35447327e+005   2.12540849e+004
   1.12332403e-003   1.46279538e+005   2.17122526e+004
   1.35304777e-003   1.17234426e+005   2.19232984e+004
   1.62975083e-003   7.60342388e+004   1.71571101e+004
   1.96304065e-003   4.50731601e+004   1.17330267e+004
   2.36448941e-003   2.72245662e+004   8.03762677e+003
   2.84803587e-003   1.80873724e+004   5.95794359e+003
   3.43046929e-003   1.38078714e+004   4.93199449e+003
   4.13201240e-003   1.23002234e+004   4.57902584e+003
   4.97702356e-003   1.26814677e+004   4.69466804e+003
   5.99484250e-003   1.47107385e+004   5.14368670e+003
   7.22080902e-003   1.83561342e+004   5.75031237e+003
   8.69749003e-003   2.32702569e+004   6.24499097e+003
   1.04761575e-002   2.81896869e+004   6.41124476e+003
   1.26185688e-002   3.09691983e+004   6.35637591e+003
   1.51991108e-002   3.00201781e+004   6.26011385e+003
   1.83073828e-002   2.58875832e+004   5.93036948e+003
   2.20513074e-002   2.06876523e+004   5.26265466e+003
   2.65608778e-002   1.62399729e+004   4.49384119e+003
   3.19926714e-002   1.32672136e+004   3.88334891e+003
   3.85352859e-002   1.17875119e+004   3.54700676e+003
   4.64158883e-002   1.16611508e+004   3.50391923e+003
   5.59081018e-002   1.28552160e+004   3.73926227e+003
   6.73415066e-002   1.54590558e+004   4.21186304e+003
   8.11130831e-002   1.94837609e+004   4.82029626e+003
   9.77009957e-002   2.44417413e+004   5.39407915e+003
   1.17681195e-001   2.89938222e+004   5.79587233e+003
   1.41747416e-001   3.13901783e+004   6.02446982e+003
   1.70735265e-001   3.07972427e+004   6.08162430e+003
   2.05651231e-001   2.80181313e+004   5.90478084e+003
   2.47707636e-001   2.46649660e+004   5.54994628e+003
   2.98364724e-001   2.20146729e+004   5.19596298e+003
   3.59381366e-001   2.06903847e+004   5.00227968e+003
   4.32876128e-001   2.09212994e+004   5.05007943e+003
   5.21400829e-001   2.28129293e+004   5.35318189e+003
   6.28029144e-001   2.63886083e+004   5.86422688e+003
   7.56463328e-001   3.13653293e+004   6.46560206e+003
   9.11162756e-001   3.67759933e+004   6.99286919e+003
   1.09749877e+000   4.08865224e+004   7.32066822e+003
   1.32194115e+000   4.19874534e+004   7.40846770e+003
   1.59228279e+000   3.96916556e+004   7.23195259e+003
   1.91791026e+000   3.52675814e+004   6.79199679e+003
   2.31012970e+000   3.05905322e+004   6.20713013e+003
   2.78255940e+000   2.70485047e+004   5.67115165e+003
   3.35160265e+000   2.53298381e+004   5.34233407e+003
   4.03701726e+000   2.57762604e+004   5.30231231e+003
   4.86260158e+000   2.87508304e+004   5.56221657e+003
   5.85702082e+000   3.47438724e+004   6.04535459e+003
   7.05480231e+000   4.39468131e+004   6.54335043e+003
   8.49753436e+000   5.48506679e+004   6.80548821e+003
   1.02353102e+001   6.23172959e+004   6.84015169e+003
   1.23284674e+001   5.90566738e+004   6.44475933e+003
   1.48496826e+001   4.39112277e+004   4.95786380e+003
   1.78864953e+001   2.56141627e+004   3.14676882e+003
   2.15443469e+001   1.24892157e+004   1.96171272e+003
   2.59502421e+001   5.59084284e+003   1.20964662e+003
   3.12571585e+001   2.51328348e+003   7.09477445e+002
   3.76493581e+001   1.21604545e+003   4.10582939e+002
   4.53487851e+001   6.63530302e+002   2.46648175e+002
   5.46227722e+001   4.19185893e+002   1.59377681e+002
   6.57933225e+001   3.09226520e+002   1.12842471e+002
   7.92482898e+001   2.64172016e+002   8.82489776e+001
   9.54548457e+001   2.54748660e+002   7.68139966e+001
   1.14975700e+002   2.65082664e+002   7.44355198e+001
   1.38488637e+002   2.78406412e+002   7.54425545e+001
   1.66810054e+002   2.70515368e+002   6.80536187e+001
   2.00923300e+002   2.21381888e+002   4.46716333e+001
   2.42012826e+002   1.42336874e+002   2.19561404e+001
   2.91505306e+002   7.10230097e+001   1.81640439e+001
   3.51119173e+002   2.87825152e+001   1.39016566e+001
   4.22924287e+002   1.01514225e+001   7.74056439e+000
   5.09413801e+002   3.30924977e+000   3.53255844e+000
   6.13590727e+002   1.03732853e+000   1.43693764e+000
   7.39072203e+002   3.19522925e-001   5.46162988e-001
   8.90215085e+002   9.77233674e-002   1.99016179e-001
   1.07226722e+003   2.98087024e-002   7.05081848e-002
   1.29154967e+003   9.08430168e-003   2.44828404e-002
   1.55567614e+003   2.76766573e-003   8.37307303e-003
   1.87381742e+003   8.43136917e-004   2.82949799e-003
   2.25701972e+003   2.56845555e-004   9.46928491e-004
   2.71858824e+003   7.82425896e-005   3.14362259e-004
   3.27454916e+003   2.38349184e-005   1.03657034e-004
   3.94420606e+003   7.26079126e-006   3.39822050e-005
   4.75081016e+003   2.21184247e-006   1.10848697e-005
   5.72236766e+003   6.73789785e-007   3.60008402e-006
   6.89261210e+003   2.05255428e-007   1.16472890e-006
   8.30217568e+003   6.25266093e-008   3.75539811e-007
   1.00000000e+004   1.90473739e-008   1.20715922e-007
