   1.00000000e-004   1.14354581e+002   3.13582897e+001
   1.20450354e-004   1.56446147e+002   3.24012940e+001
   1.45082878e-004   2.14058196e+002   3.02893601e+001
   1.74752840e-004   2.92997906e+002   2.35896600e+001
   2.10490414e-004   4.01332576e+002   1.31418369e+001
   2.53536449e-004   5.50254982e+002   1.80596658e+001
   3.05385551e-004   7.55113904e+002   3.95815178e+001
   3.67837977e-004   1.03636972e+003   5.68201231e+001
   4.43062146e-004   1.42001534e+003   5.43704389e+001
   5.33669923e-004   1.93731811e+003   3.39958794e+001
   6.42807312e-004   2.62602374e+003   7.40485435e+001
   7.74263683e-004   3.54009682e+003   1.14514179e+002
   9.32603347e-004   4.77593666e+003   7.50210155e+001
   1.12332403e-003   6.50179800e+003   1.52719447e+002
   1.35304777e-003   8.92805963e+003   2.33274939e+002
   1.62975083e-003   1.21507695e+004   1.38205326e+002
   1.96304065e-003   1.60462314e+004   4.72425175e+002
   2.36448941e-003   2.06944176e+004   2.11718922e+002
   2.84803587e-003   2.69167463e+004   8.07834025e+002
   3.43046929e-003   3.55118100e+004   4.90875760e+002
   4.13201240e-003   4.55554914e+004   1.39184168e+003
   4.97702356e-003   5.53977565e+004   7.01712904e+002
   5.99484250e-003   6.63338940e+004   2.13039076e+003
   7.22080902e-003   7.99999644e+004   7.09633976e+002
   8.69749003e-003   9.23179130e+004   2.73697944e+003
   1.04761575e-002   9.84281298e+004   1.40982270e+003
   1.26185688e-002   1.01045358e+005   1.77494896e+003
   1.51991108e-002   1.00631449e+005   1.94230452e+003
   1.83073828e-002   9.10708391e+004   5.43858023e+002
   2.20513074e-002   7.34646828e+004   7.90852773e+002
   2.65608778e-002   5.47904258e+004   4.21475586e+002
   3.19926714e-002   3.65690356e+004   4.23453103e+002
   3.85352859e-002   2.01910520e+004   2.49555692e+002
   4.64158883e-002   9.30196270e+003   4.83479068e+001
   5.59081018e-002   3.66544920e+003   5.04839340e+001
   6.73415066e-002   1.10982632e+003   1.24334569e+001
   8.11130831e-002   2.29847538e+002   3.34559955e+000
   9.77009957e-002   3.47062407e+001   4.75872088e-001
   1.17681195e-001   4.43213365e+000   1.93291242e-001
   1.41747416e-001   5.29938460e-001   4.36832211e-002
   1.70735265e-001   6.20362840e-002   7.73319067e-003
   2.05651231e-001   7.21951362e-003   1.21470602e-003
   2.47707636e-001   8.38943404e-004   1.78195071e-004
   2.98364724e-001   9.74567584e-005   2.50268625e-005
   3.59381366e-001   1.13203640e-005   3.41104831e-006
   4.32876128e-001   1.31493004e-006   4.54850433e-007
   5.21400829e-001   1.52736815e-007   5.96516043e-008
   6.28029144e-001   1.77412657e-008   7.72140661e-009
   7.56463328e-001   2.06075058e-009   9.88990212e-010
   9.11162756e-001   2.39368091e-010   1.25579474e-010
   1.09749877e+000   2.78039872e-011   1.58303090e-011
   1.32194115e+000   3.22959381e-012   1.98325789e-012
   1.59228279e+000   3.75135987e-013   2.47151653e-013
   1.91791026e+000   4.35742130e-014   3.06580308e-014
   2.31012970e+000   5.06139669e-015   3.78763148e-015
   2.78255940e+000   5.87910478e-016   4.66270009e-016
   3.35160265e+000   6.82891999e-017   5.72168217e-017
   4.03701726e+000   7.93218525e-018   7.00116255e-018
   4.86260158e+000   9.21369162e-019   8.54474708e-019
   5.85702082e+000   1.07022353e-019   1.04043763e-019
   7.05480231e+000   1.24312649e-020   1.26418806e-020
   8.49753436e+000   1.44396326e-021   1.53308193e-021
   1.02353102e+001   1.67724679e-022   1.85586578e-022
   1.23284674e+001   1.94821908e-023   2.24293399e-023
   1.48496826e+001   2.26296906e-024   2.70663295e-024
   1.78864953e+001   2.62856936e-025   3.26162053e-025
   2.15443469e+001   3.05323523e-026   3.92529065e-026
   2.59502421e+001   3.54650918e-027   4.71827477e-027
   3.12571585e+001   4.11947539e-028   5.66503401e-028
   3.76493581e+001   4.78500876e-029   6.79455807e-029
   4.53487851e+001   5.55806423e-030   8.14119002e-030
   5.46227722e+001   6.45601283e-031   9.74559939e-031
   6.57933225e+001   7.49903204e-032   1.16559300e-031
   7.92482898e+001   8.71055913e-033   1.39291534e-032
   9.54548457e+001   1.01178179e-033   1.66326649e-033
   1.14975700e+002   1.17524302e-034   1.98461644e-034
   1.38488637e+002   1.36511269e-035   2.36638732e-035
   1.66810054e+002   1.58565729e-036   2.81971457e-036
   2.00923300e+002   1.84183259e-037   3.35775465e-037
   2.42012826e+002   2.13939500e-038   3.99604738e-038
   2.91505306e+002   2.48503095e-039   4.75294268e-039
   3.51119173e+002   2.88650707e-040   5.65010291e-040
   4.22924287e+002   3.35284479e-041   6.71309426e-041
   5.09413801e+002   3.89452300e-042   7.97208270e-042
   6.13590727e+002   4.52371356e-043   9.46265299e-043
   7.39072203e+002   5.25455475e-044   1.12267722e-043
   8.90215085e+002   6.10346903e-045   1.33139229e-044
   1.07226722e+003   7.08953204e-046   1.57824369e-045
   1.29154967e+003   8.23490121e-047   1.87010619e-046
   1.55567614e+003   9.56531370e-048   2.21508056e-047
   1.87381742e+003   1.11106647e-048   2.62271020e-048
   2.25701972e+003   1.29056792e-049   3.10423587e-049
   2.71858824e+003   1.49906923e-050   3.67289504e-050
   3.27454916e+003   1.74125555e-051   4.34427366e-051
   3.94420606e+003   2.02256896e-052   5.13671949e-052
   4.75081016e+003   2.34933074e-053   6.07182764e-053
   5.72236766e+003   2.72888344e-054   7.17501100e-054
   6.89261210e+003   3.16975583e-055   8.47617014e-055
   8.30217568e+003   3.68185460e-056   1.00104800e-055
   1.00000000e+004   4.27668692e-057   1.18193140e-056
